Total Designs Scored, Generation #, Lineage 1 Score, Lineage 2 Score, Lineage 3 Score, Lineage 4 Score, Lineage 5 Score, Lineage 6 Score, Lineage 7 Score, Lineage 8 Score,
67928, 3397, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
67944, 3398, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
67968, 3399, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
67984, 3400, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68008, 3401, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68024, 3402, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68048, 3403, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68064, 3404, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68088, 3405, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68104, 3406, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68128, 3407, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68144, 3408, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68168, 3409, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68184, 3410, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68208, 3411, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68224, 3412, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68248, 3413, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68264, 3414, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68288, 3415, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68304, 3416, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68328, 3417, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68344, 3418, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68368, 3419, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68384, 3420, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68408, 3421, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68424, 3422, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68448, 3423, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68464, 3424, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68488, 3425, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68504, 3426, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68528, 3427, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68544, 3428, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68568, 3429, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68584, 3430, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68608, 3431, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68624, 3432, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68648, 3433, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68664, 3434, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68688, 3435, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68704, 3436, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68728, 3437, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68744, 3438, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68768, 3439, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68784, 3440, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68808, 3441, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68824, 3442, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68848, 3443, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68864, 3444, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68888, 3445, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68904, 3446, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68928, 3447, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68944, 3448, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68968, 3449, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
68984, 3450, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69008, 3451, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69024, 3452, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69048, 3453, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69064, 3454, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69088, 3455, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69104, 3456, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69128, 3457, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69144, 3458, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69168, 3459, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69184, 3460, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69208, 3461, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69224, 3462, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69248, 3463, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69264, 3464, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69288, 3465, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69304, 3466, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69328, 3467, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69344, 3468, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69368, 3469, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69384, 3470, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69408, 3471, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69424, 3472, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69448, 3473, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69464, 3474, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69488, 3475, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69504, 3476, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69528, 3477, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69544, 3478, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69568, 3479, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69584, 3480, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69608, 3481, 137600, 148900, 143400, 141000, 129400, 145400, 143700, 155500, 
69624, 3482, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
69648, 3483, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
69664, 3484, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
69688, 3485, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
69704, 3486, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
69728, 3487, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
69744, 3488, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
69768, 3489, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
69784, 3490, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
69808, 3491, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
69824, 3492, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
69848, 3493, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
69864, 3494, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
69888, 3495, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
69904, 3496, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
69928, 3497, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
69944, 3498, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
69968, 3499, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
69984, 3500, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70008, 3501, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70024, 3502, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70048, 3503, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70064, 3504, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70088, 3505, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70104, 3506, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70128, 3507, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70144, 3508, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70168, 3509, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70184, 3510, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70208, 3511, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70224, 3512, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70248, 3513, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70264, 3514, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70288, 3515, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70304, 3516, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70328, 3517, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70344, 3518, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70368, 3519, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70384, 3520, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70408, 3521, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70424, 3522, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70448, 3523, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70464, 3524, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70488, 3525, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70504, 3526, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70528, 3527, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70544, 3528, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70568, 3529, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70584, 3530, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70608, 3531, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70624, 3532, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70648, 3533, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70664, 3534, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70688, 3535, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70704, 3536, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70728, 3537, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70744, 3538, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70768, 3539, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70784, 3540, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70808, 3541, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70824, 3542, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70848, 3543, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70864, 3544, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70888, 3545, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70904, 3546, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70928, 3547, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70944, 3548, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70968, 3549, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
70984, 3550, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71008, 3551, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71024, 3552, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71048, 3553, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71064, 3554, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71088, 3555, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71104, 3556, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71128, 3557, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71144, 3558, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71168, 3559, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71184, 3560, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71208, 3561, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71224, 3562, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71248, 3563, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71264, 3564, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71288, 3565, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71304, 3566, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71328, 3567, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71344, 3568, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71368, 3569, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71384, 3570, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71408, 3571, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71424, 3572, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71448, 3573, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71464, 3574, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71488, 3575, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71504, 3576, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71528, 3577, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71544, 3578, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71568, 3579, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71584, 3580, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71608, 3581, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71624, 3582, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71648, 3583, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71664, 3584, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71688, 3585, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71704, 3586, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71728, 3587, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71744, 3588, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71768, 3589, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71784, 3590, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71808, 3591, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71824, 3592, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71848, 3593, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71864, 3594, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71888, 3595, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71904, 3596, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71928, 3597, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71944, 3598, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71968, 3599, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
71984, 3600, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72008, 3601, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72024, 3602, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72048, 3603, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72064, 3604, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72088, 3605, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72104, 3606, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72128, 3607, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72144, 3608, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72168, 3609, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72184, 3610, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72208, 3611, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72224, 3612, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72248, 3613, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72264, 3614, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72288, 3615, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72304, 3616, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72328, 3617, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72344, 3618, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72368, 3619, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72384, 3620, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72408, 3621, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72424, 3622, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72448, 3623, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72464, 3624, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72488, 3625, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72504, 3626, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72528, 3627, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72544, 3628, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72568, 3629, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72584, 3630, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72608, 3631, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72624, 3632, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72648, 3633, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72664, 3634, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72688, 3635, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72704, 3636, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72728, 3637, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72744, 3638, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72768, 3639, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72784, 3640, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72808, 3641, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72824, 3642, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72848, 3643, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72864, 3644, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72888, 3645, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72904, 3646, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72928, 3647, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72944, 3648, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72968, 3649, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
72984, 3650, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73008, 3651, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73024, 3652, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73048, 3653, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73064, 3654, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73088, 3655, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73104, 3656, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73128, 3657, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73144, 3658, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73168, 3659, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73184, 3660, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73208, 3661, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73224, 3662, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73248, 3663, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73264, 3664, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73288, 3665, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73304, 3666, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73328, 3667, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73344, 3668, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73368, 3669, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73384, 3670, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73408, 3671, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73424, 3672, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73448, 3673, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73464, 3674, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73488, 3675, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73504, 3676, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73528, 3677, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73544, 3678, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73568, 3679, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73584, 3680, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73608, 3681, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73624, 3682, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73648, 3683, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73664, 3684, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73688, 3685, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73704, 3686, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73728, 3687, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73744, 3688, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73768, 3689, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73784, 3690, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73808, 3691, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73824, 3692, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73848, 3693, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73864, 3694, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73888, 3695, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73904, 3696, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73928, 3697, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73944, 3698, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73968, 3699, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
73984, 3700, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74008, 3701, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74024, 3702, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74048, 3703, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74064, 3704, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74088, 3705, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74104, 3706, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74128, 3707, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74144, 3708, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74168, 3709, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74184, 3710, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74208, 3711, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74224, 3712, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74248, 3713, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74264, 3714, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74288, 3715, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74304, 3716, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74328, 3717, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74344, 3718, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74368, 3719, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74384, 3720, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74408, 3721, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74424, 3722, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74448, 3723, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74464, 3724, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74488, 3725, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74504, 3726, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74528, 3727, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74544, 3728, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74568, 3729, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74584, 3730, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74608, 3731, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74624, 3732, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74648, 3733, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74664, 3734, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
74688, 3735, 137600, 148900, 143400, 138400, 129400, 145400, 143700, 155500, 
