Total Designs Scored, Generation #, Lineage 1 Score, Lineage 2 Score, Lineage 3 Score, Lineage 4 Score, Lineage 5 Score, Lineage 6 Score, Lineage 7 Score, Lineage 8 Score,
32304, 1616, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32328, 1617, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32344, 1618, 6000, 6000, 5600, 9800, 5800, 6000, 5800, 5600, 
32368, 1619, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32384, 1620, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32408, 1621, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32424, 1622, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32448, 1623, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32464, 1624, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32488, 1625, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32504, 1626, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32528, 1627, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32544, 1628, 6000, 6000, 5600, 5800, 5800, 41000, 5800, 5600, 
32568, 1629, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32584, 1630, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32608, 1631, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32624, 1632, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32648, 1633, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32664, 1634, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32688, 1635, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32704, 1636, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32728, 1637, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32744, 1638, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32768, 1639, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32784, 1640, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32808, 1641, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32824, 1642, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32848, 1643, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32864, 1644, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32888, 1645, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32904, 1646, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32928, 1647, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32944, 1648, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32968, 1649, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
32984, 1650, 6000, 6000, 5600, 5800, 5800, 6000, 5800, 5600, 
33008, 1651, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33024, 1652, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33048, 1653, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33064, 1654, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33088, 1655, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33104, 1656, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33128, 1657, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33144, 1658, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33168, 1659, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33184, 1660, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33208, 1661, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33224, 1662, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33248, 1663, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33264, 1664, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33288, 1665, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33304, 1666, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33328, 1667, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33344, 1668, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33368, 1669, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33384, 1670, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33408, 1671, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33424, 1672, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33448, 1673, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33464, 1674, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33488, 1675, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33504, 1676, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33528, 1677, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33544, 1678, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33568, 1679, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33584, 1680, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33608, 1681, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33624, 1682, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33648, 1683, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33664, 1684, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33688, 1685, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33704, 1686, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33728, 1687, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33744, 1688, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33768, 1689, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33784, 1690, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33808, 1691, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33824, 1692, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33848, 1693, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33864, 1694, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33888, 1695, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33904, 1696, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33928, 1697, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33944, 1698, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33968, 1699, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
33984, 1700, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34008, 1701, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34024, 1702, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34048, 1703, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34064, 1704, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34088, 1705, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34104, 1706, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34128, 1707, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34144, 1708, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34168, 1709, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34184, 1710, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34208, 1711, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34224, 1712, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34248, 1713, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34264, 1714, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34288, 1715, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34304, 1716, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34328, 1717, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34344, 1718, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34368, 1719, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34384, 1720, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34408, 1721, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34424, 1722, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34448, 1723, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34464, 1724, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34488, 1725, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34504, 1726, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34528, 1727, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34544, 1728, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34568, 1729, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34584, 1730, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34608, 1731, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34624, 1732, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34648, 1733, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34664, 1734, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34688, 1735, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34704, 1736, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34728, 1737, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34744, 1738, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34768, 1739, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34784, 1740, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34808, 1741, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34824, 1742, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34848, 1743, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34864, 1744, 9400, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34888, 1745, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34904, 1746, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34928, 1747, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34944, 1748, 6000, 6000, 5600, 5800, 10000, 5800, 5800, 5600, 
34968, 1749, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
34984, 1750, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35008, 1751, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35024, 1752, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35048, 1753, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35064, 1754, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35088, 1755, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35104, 1756, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35128, 1757, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35144, 1758, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35168, 1759, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35184, 1760, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35208, 1761, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35224, 1762, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35248, 1763, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35264, 1764, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35288, 1765, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35304, 1766, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35328, 1767, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35344, 1768, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35368, 1769, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35384, 1770, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35408, 1771, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35424, 1772, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35448, 1773, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35464, 1774, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35488, 1775, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35504, 1776, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35528, 1777, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35544, 1778, 8000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35568, 1779, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35584, 1780, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35608, 1781, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35624, 1782, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35648, 1783, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35664, 1784, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35688, 1785, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35704, 1786, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35728, 1787, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35744, 1788, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35768, 1789, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35784, 1790, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35808, 1791, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35824, 1792, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35848, 1793, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35864, 1794, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35888, 1795, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35904, 1796, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35928, 1797, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35944, 1798, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35968, 1799, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
35984, 1800, 6000, 6000, 5600, 7800, 5800, 5800, 5800, 5600, 
36008, 1801, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36024, 1802, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36048, 1803, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36064, 1804, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36088, 1805, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36104, 1806, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36128, 1807, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36144, 1808, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36168, 1809, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36184, 1810, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36208, 1811, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36224, 1812, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36248, 1813, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36264, 1814, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36288, 1815, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36304, 1816, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36328, 1817, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36344, 1818, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36368, 1819, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36384, 1820, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36408, 1821, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36424, 1822, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36448, 1823, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36464, 1824, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36488, 1825, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36504, 1826, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36528, 1827, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36544, 1828, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36568, 1829, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36584, 1830, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36608, 1831, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36624, 1832, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36648, 1833, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36664, 1834, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36688, 1835, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36704, 1836, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36728, 1837, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36744, 1838, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36768, 1839, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36784, 1840, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36808, 1841, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36824, 1842, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36848, 1843, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36864, 1844, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36888, 1845, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36904, 1846, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36928, 1847, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36944, 1848, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36968, 1849, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
36984, 1850, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37008, 1851, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37024, 1852, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37048, 1853, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37064, 1854, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37088, 1855, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37104, 1856, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37128, 1857, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37144, 1858, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37168, 1859, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37184, 1860, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37208, 1861, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37224, 1862, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37248, 1863, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37264, 1864, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37288, 1865, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37304, 1866, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37328, 1867, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37344, 1868, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37368, 1869, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37384, 1870, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37408, 1871, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37424, 1872, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37448, 1873, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37464, 1874, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37488, 1875, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37504, 1876, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37528, 1877, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37544, 1878, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37568, 1879, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37584, 1880, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37608, 1881, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37624, 1882, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37648, 1883, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37664, 1884, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37688, 1885, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37704, 1886, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37728, 1887, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37744, 1888, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37768, 1889, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37784, 1890, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37808, 1891, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37824, 1892, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37848, 1893, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37864, 1894, 6000, 6000, 5600, 5800, 10400, 5800, 5800, 5600, 
37888, 1895, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37904, 1896, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37928, 1897, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37944, 1898, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37968, 1899, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
37984, 1900, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38008, 1901, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38024, 1902, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38048, 1903, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38064, 1904, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38088, 1905, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38104, 1906, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38128, 1907, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38144, 1908, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38168, 1909, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38184, 1910, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38208, 1911, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38224, 1912, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38248, 1913, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38264, 1914, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38288, 1915, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38304, 1916, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38328, 1917, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38344, 1918, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38368, 1919, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38384, 1920, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38408, 1921, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38424, 1922, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38448, 1923, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38464, 1924, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38488, 1925, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38504, 1926, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38528, 1927, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38544, 1928, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38568, 1929, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38584, 1930, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38608, 1931, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38624, 1932, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38648, 1933, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38664, 1934, 8000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38688, 1935, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38704, 1936, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38728, 1937, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38744, 1938, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38768, 1939, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38784, 1940, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38808, 1941, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38824, 1942, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38848, 1943, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38864, 1944, 6000, 6000, 5600, 5800, 5800, 5800, 9800, 5600, 
38888, 1945, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38904, 1946, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38928, 1947, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38944, 1948, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38968, 1949, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
38984, 1950, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
39008, 1951, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
39024, 1952, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
39048, 1953, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
39064, 1954, 6000, 6000, 5600, 5800, 5800, 5800, 5800, 5600, 
